City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
161,bodden town,19.2833,-81.25,86.0,71,20,12.66,KY,1682631947
162,argo,37.6333,22.7333,56.79,70,93,2.42,GR,1682631814
163,shindand,33.3029,62.1474,70.05,18,6,2.98,AF,1682631948
164,kabalo,-6.05,26.9167,70.36,93,72,2.62,CD,1682631948
165,al jahra',29.3375,47.6581,86.9,18,0,8.68,KW,1682631949
166,afaahiti,-17.75,-149.2833,84.07,78,85,11.48,PF,1682631949
167,kavaratti,10.5669,72.642,82.78,72,91,4.43,IN,1682631825
168,mejit,10.2753,170.8646,81.43,79,66,16.8,MH,1682631841
169,tomatlan,19.9333,-105.25,88.21,35,48,11.92,MX,1682631848
170,ataq,14.5377,46.8319,77.32,56,95,5.93,YE,1682631950
171,dudinka,69.4058,86.1778,9.63,100,98,2.91,RU,1682631950
172,krivosheino,57.3431,83.9261,50.49,85,100,9.31,RU,1682631951
173,ixtapa,20.7,-105.2,79.83,61,0,12.66,MX,1682631951
174,labytnangi,66.6572,66.4183,20.28,84,100,10.11,RU,1682631951
175,mamuju,-2.6748,118.8885,82.42,74,95,5.21,ID,1682631952
176,thompson,55.7435,-97.8558,41.16,48,20,9.22,CA,1682631952
177,huilong,31.8111,121.655,60.42,93,90,13.53,CN,1682631952
178,sitka,57.0531,-135.33,42.69,81,100,10.36,US,1682631952
179,mirny,62.5353,113.9611,24.24,79,100,1.99,RU,1682631953
180,midvagur,62.0511,-7.1939,34.63,80,82,5.75,FO,1682631815
181,terrace,54.5163,-128.6035,48.11,66,100,3.44,CA,1682631954
182,channarayapatna,12.9044,76.3917,73.89,76,51,4.18,IN,1682631954
183,pandan,14.0453,124.1694,79.88,86,21,8.88,PH,1682631954
184,pontes e lacerda,-15.2261,-59.3353,75.65,87,1,1.77,BR,1682631954
185,gedangan,-7.3908,112.7267,78.76,100,20,4.61,ID,1682631955
186,cabo san lucas,22.8909,-109.9124,83.61,44,0,13.8,MX,1682631694
187,cacapava do sul,-30.5122,-53.4914,61.12,60,4,4.29,BR,1682631955
188,necochea,-38.5473,-58.7368,61.77,58,100,9.75,AR,1682631830
189,zheleznogorsk,52.331,35.3711,50.92,97,100,6.2,RU,1682631956
190,collie,-33.3667,116.15,45.27,86,38,1.83,AU,1682631956
191,laojunmiao,39.8333,97.7333,30.2,45,0,7.56,CN,1682631957
192,salalah,17.0151,54.0924,84.29,79,75,4.61,OM,1682631958
193,novomikhaylovskiy,44.2581,38.8578,58.24,83,95,4.34,RU,1682631958
194,lorengau,-2.0226,147.2712,82.85,78,78,1.97,PG,1682631959
195,borovsk,55.2064,36.4861,48.54,92,75,3.85,RU,1682631959
196,yambio,4.5721,28.3955,69.35,92,35,2.46,SS,1682631959
197,naron,43.5167,-8.1528,62.04,77,100,3.0,ES,1682631960
198,chonchi,-42.6128,-73.8092,52.12,97,100,6.49,CL,1682631960
199,vorgashor,67.5833,63.95,18.97,95,46,12.03,RU,1682631961
200,san pedro,14.35,121.0167,81.27,79,20,2.3,PH,1682631876
201,rongelap,11.1635,166.8941,80.65,82,62,21.47,MH,1682631962
202,linxia chengguanzhen,35.6003,103.2064,38.05,78,76,2.35,CN,1682631964
203,general conesa,-40.1,-64.4333,69.75,31,53,7.58,AR,1682631965
204,hangu,39.2489,117.7892,55.44,85,100,5.57,CN,1682631966
205,la porte,29.6658,-95.0194,79.14,70,40,12.66,US,1682631966
206,pachperwa,27.5167,82.65,75.88,31,37,3.51,IN,1682631967
207,devils lake,48.1128,-98.8651,48.31,86,100,13.8,US,1682631968
208,vizinga,61.0749,50.1031,29.86,82,68,8.68,RU,1682631968
209,wanning,18.8003,110.3967,76.71,92,53,8.1,CN,1682631676
210,igarka,67.4667,86.5833,9.09,100,93,4.45,RU,1682631969
211,kidal,18.4411,1.4078,87.67,7,0,7.31,ML,1682631970
212,ishigaki,24.3448,124.1572,75.33,88,100,9.22,JP,1682631971
213,vadso,70.0744,29.7487,34.68,86,0,14.97,NO,1682631972
214,manta,-0.95,-80.7333,83.98,74,75,10.36,EC,1682631972
215,sarakhs,36.5449,61.1577,68.09,11,9,3.15,IR,1682631973
216,papatowai,-46.5619,169.4708,52.86,83,7,1.79,NZ,1682631974
217,walvis bay,-22.9575,14.5053,59.09,61,0,10.54,NA,1682631730
218,usinsk,65.9939,57.5281,19.87,92,54,11.05,RU,1682631976
219,new norfolk,-42.7826,147.0587,60.3,66,6,1.01,AU,1682631976
220,markovo,57.3206,107.0881,27.0,97,98,3.31,RU,1682631977
221,hithadhoo,-0.6,73.0833,83.26,76,99,8.1,MV,1682631978
222,fortuna,40.5982,-124.1573,71.92,68,16,1.99,US,1682631978
223,palmer,42.1584,-72.3287,59.77,55,40,8.05,US,1682631863
224,klyuchi,52.2667,79.1667,57.33,52,69,9.55,RU,1682631854
225,zhob,31.3411,69.4481,63.16,57,46,1.72,PK,1682631980
226,mega,4.05,38.3,59.83,90,97,8.37,ET,1682631980
227,castillos,-34.1667,-53.8333,58.6,91,2,7.74,UY,1682631981
228,chibougamau,49.9168,-74.3659,46.02,49,100,5.75,CA,1682631982
229,broken hill,-31.95,141.4333,61.21,63,36,6.38,AU,1682631983
230,saynshand,44.8824,110.1163,31.98,42,100,11.03,MN,1682631984
231,punta gorda,26.9298,-82.0454,87.85,81,40,19.57,US,1682631932
232,kone,-21.0595,164.8658,75.88,70,51,8.1,NC,1682631706
233,codrington,-38.2667,141.9667,55.08,87,97,20.24,AU,1682631986
234,chato,-2.6378,31.7669,66.45,92,92,5.17,TZ,1682631986
235,bo phloi,14.3236,99.5161,79.9,75,31,3.74,TH,1682631987
236,nova olinda do norte,-3.8881,-59.0942,77.27,91,89,1.57,BR,1682631988
237,nouadhibou,20.931,-17.0347,66.18,88,0,14.97,MR,1682631989
238,oban,56.4127,-5.4706,45.37,93,100,6.11,GB,1682631989
239,meadow lakes,61.6247,-149.6011,48.96,51,40,8.05,US,1682631887
240,isangel,-19.55,169.2667,79.2,70,69,10.74,VU,1682631991
241,le marin,14.4721,-60.8697,84.11,74,0,9.22,MQ,1682631992
242,al jawf,29.5,38.75,73.17,17,44,21.09,SA,1682631992
243,vari,37.8312,23.8081,59.85,70,20,6.91,GR,1682631766
244,lagoa,39.05,-27.9833,60.48,79,12,22.48,PT,1682631994
245,saldanha,-33.0117,17.9442,59.05,83,0,2.21,ZA,1682631994
246,tchintabaraden,15.8969,5.7985,86.56,10,48,6.85,NE,1682631996
247,north bend,43.4065,-124.2243,84.24,68,0,18.41,US,1682631998
248,santa marta,11.2408,-74.199,93.25,52,40,11.5,CO,1682631742
249,kingston,17.997,-76.7936,83.25,76,100,10.0,JM,1682631705
250,college,64.8569,-147.8028,43.12,50,40,5.75,US,1682632000
251,la libertad,-2.2333,-80.9,85.66,66,0,6.91,EC,1682632001
252,beihai,21.4833,109.1,75.45,91,22,12.62,CN,1682632001
253,beterou,9.1992,2.2586,76.57,85,47,4.23,BJ,1682632003
254,corner brook,48.9667,-57.9484,50.16,75,68,4.09,CA,1682631842
255,gamboma,-1.8764,15.8644,74.19,89,47,2.64,CG,1682632003
256,nova sintra,14.8667,-24.7167,67.6,79,18,21.0,CV,1682632004
257,bereeda,11.8704,51.0579,84.07,63,100,9.69,SO,1682632004
258,chhapar,27.8167,74.4,79.86,35,100,1.28,IN,1682632005
259,blagoveshchenka,52.8333,79.8667,55.99,54,82,10.89,RU,1682632005
260,gornozavodsk,58.3758,58.3211,47.35,94,88,6.96,RU,1682632005
261,ancud,-41.8697,-73.8203,53.6,95,100,8.68,CL,1682632006
262,autazes,-3.5797,-59.1306,77.34,88,82,1.14,BR,1682632006
263,arkalyk,50.2486,66.9114,59.56,34,65,8.55,KZ,1682632007
264,vila velha,-20.3297,-40.2925,80.55,87,20,10.36,BR,1682632008
265,belgrade,44.804,20.4651,44.42,70,0,5.75,RS,1682631709
266,bhamo,24.2667,97.2333,72.79,48,10,0.76,MM,1682632008
267,dryden,49.7833,-92.7503,41.29,81,100,3.44,CA,1682631812
268,aswan,24.0934,32.907,81.7,11,0,8.05,EG,1682632009
269,colonia,50.9333,6.95,54.25,54,0,4.61,DE,1682631772
270,shenjiamen,29.9576,122.298,61.43,95,92,9.71,CN,1682632010
271,anadyr,64.75,177.4833,18.1,79,0,8.95,RU,1682632010
272,vila franca do campo,37.7167,-25.4333,63.01,89,100,11.23,PT,1682632011
273,paradip garh,20.3167,86.6167,81.27,81,26,9.22,IN,1682632011
274,bracebridge,45.0334,-79.3163,55.89,35,0,4.61,CA,1682631921
275,myeik,12.4333,98.6,78.67,84,47,3.74,MM,1682632012
276,yelanskiy,56.8419,62.5014,55.56,65,10,11.43,RU,1682632012
277,ormara,25.2088,64.6357,78.8,77,15,5.35,PK,1682632013
278,thunder bay,48.4001,-89.3168,48.18,61,75,32.21,CA,1682632013
279,atmore,31.0238,-87.4939,75.65,82,66,10.09,US,1682632013
280,queenstown,-31.8976,26.8753,57.45,88,63,5.01,ZA,1682631816
281,hohhot,40.8106,111.6522,35.89,64,0,6.71,CN,1682631714
282,antofagasta,-23.65,-70.4,67.28,78,11,7.83,CL,1682632014
283,liepaja,56.5419,21.0367,40.98,87,75,13.8,LV,1682632014
284,priozersk,61.0393,30.1291,42.12,92,100,9.57,RU,1682632015
285,tabas,33.5959,56.9244,72.19,43,95,9.51,IR,1682632015
286,aur,8.1499,171.1687,81.9,81,75,17.0,MH,1682632016
287,murzuq,25.9155,13.9184,78.62,14,0,11.14,LY,1682632016
288,macia,-25.0269,33.0989,71.85,68,82,7.65,MZ,1682632016
289,la'ie,21.6477,-157.9253,75.16,89,27,7.47,US,1682632017
290,erenhot,43.6475,111.9767,37.78,22,52,9.46,CN,1682632017
291,coquimbo,-29.9533,-71.3436,60.53,77,75,6.91,CL,1682632018
292,peniche,39.3558,-9.3811,64.11,89,94,10.29,PT,1682632018
293,dwarka,22.2394,68.9678,79.7,75,4,10.4,IN,1682632018
294,carnarvon,-24.8667,113.6333,67.19,51,91,23.51,AU,1682632018
295,kyren,51.6828,102.1408,30.65,71,100,2.28,RU,1682632019
296,ceerigaabo,10.6162,47.368,66.9,68,93,3.67,SO,1682632019
297,zouerate,22.7187,-12.4521,91.85,15,58,3.65,MR,1682632019
298,ambovombe,-25.1667,46.0833,69.62,85,1,12.5,MG,1682632020
299,dunedin,-45.8742,170.5036,54.81,72,0,3.0,NZ,1682632020
300,sao luis de montes belos,-16.525,-50.3722,75.72,71,84,1.52,BR,1682632020
301,luis moya,22.4324,-102.2486,83.57,5,0,20.92,MX,1682632021
302,jining,35.405,116.5814,56.05,89,95,2.93,CN,1682632021
303,taltal,-25.4,-70.4833,66.38,77,42,6.4,CL,1682631855
304,alcaniz,41.05,-0.1333,67.84,53,73,6.78,ES,1682631820
305,al bardiyah,31.7561,25.0865,61.57,72,0,17.56,LY,1682632023
306,hemau,49.0533,11.7822,49.3,70,0,0.0,DE,1682632023
307,kandira,41.0736,30.1746,46.58,86,100,4.36,TR,1682632024
308,san andres,12.5847,-81.7006,86.02,62,20,5.75,CO,1682632025
309,castlegar,49.2998,-117.6689,65.08,43,100,2.1,CA,1682632026
310,richards bay,-28.783,32.0377,75.02,84,29,13.82,ZA,1682632026
311,strezhevoy,60.7333,77.5889,40.03,100,100,7.78,RU,1682631839
312,san antonio de pale,-1.4014,5.6325,82.98,73,99,3.56,GQ,1682632027
313,honolulu,21.3069,-157.8583,75.02,93,75,6.91,US,1682631409
314,raduzhny,62.0961,77.475,34.36,100,100,4.79,RU,1682632028
315,portland,45.5234,-122.6762,79.29,48,90,7.0,US,1682632011
316,flying fish cove,-10.4217,105.6791,80.83,82,100,17.05,CX,1682632029
317,igrim,63.1906,64.4162,26.67,90,95,12.28,RU,1682632030
318,knyaginino,55.8228,45.0349,54.54,77,88,0.6,RU,1682632031
319,vernon,50.2581,-119.2691,69.3,18,100,3.44,CA,1682631917
320,bathsheba,13.2167,-59.5167,83.01,83,40,10.36,BB,1682632032
321,daru,-9.0763,143.2092,80.37,84,93,12.44,PG,1682632033
322,lerwick,60.1545,-1.1494,41.0,70,80,17.11,GB,1682632034
323,baruun-urt,46.6806,113.2792,32.76,58,30,14.07,MN,1682632035
324,mahibadhoo,3.7833,72.9667,83.43,73,97,5.41,MV,1682632036
325,iguape,-24.7081,-47.5553,70.84,78,51,6.62,BR,1682632037
326,mawlamyinegyunn,16.3833,95.2667,79.74,77,0,5.77,MM,1682632038
327,safotu,-13.4513,-172.4018,82.51,76,83,6.42,WS,1682632038
328,amarante do maranhao,-5.5667,-46.7422,73.9,94,100,2.84,BR,1682632040
329,zhalantun,48.0,122.7167,42.51,57,80,2.44,CN,1682632042
330,vorkuta,67.5,64.0,18.39,95,39,11.68,RU,1682632043
331,arta,39.1606,20.9853,56.84,66,33,4.79,GR,1682632044
332,el granada,37.5027,-122.4694,91.45,61,40,11.5,US,1682632045
333,takab,36.4009,47.1133,50.97,52,87,3.29,IR,1682632046
334,harper,4.375,-7.7169,81.05,82,53,5.48,LR,1682632047
335,challapalle,16.1167,80.9333,80.64,79,3,4.83,IN,1682632048
336,orsa,54.5153,30.4053,39.74,89,95,7.58,BY,1682632049
337,aykhal,66.0,111.5,14.18,97,97,4.05,RU,1682632050
338,fort st. john,56.2499,-120.8529,53.49,28,75,23.02,CA,1682632053
339,axim,4.8699,-2.2405,79.0,87,98,2.53,GH,1682632054
340,bamboo flat,11.7,92.7167,82.72,76,63,3.98,IN,1682632055
341,surab,28.4914,66.2585,60.31,44,0,4.81,PK,1682632056
342,miranda,3.2499,-76.2281,80.73,83,92,4.07,CO,1682632056
343,san pedro del parana,-26.8333,-56.2,64.36,78,4,2.93,PY,1682632057
344,mtambile,-5.3833,39.7,79.63,80,82,16.44,TZ,1682632057
345,kabare,-2.4683,28.8242,62.74,96,100,2.21,CD,1682632058
346,coxim,-18.5067,-54.76,74.93,84,4,3.04,BR,1682632058
347,harrai,22.6167,79.2167,76.57,51,99,6.17,IN,1682632059
348,kyzylorda,44.8528,65.5092,57.22,30,0,8.95,KZ,1682632059
349,malvan,16.0667,73.4667,80.94,72,44,7.14,IN,1682632060
350,tibiri,13.5627,7.0485,90.72,22,65,7.38,NE,1682632061
351,sinabang,2.4803,96.3801,79.52,83,100,2.1,ID,1682632061
352,tokar,18.4254,37.729,81.97,74,45,9.51,SD,1682632062
353,tralee,52.2704,-9.7026,48.81,95,79,3.62,IE,1682632062
354,gebeit,21.0667,36.3167,75.7,22,26,3.24,SD,1682632063
355,reggane,26.7158,0.1714,88.68,8,0,12.01,DZ,1682632063
356,buka,40.8108,69.1986,63.91,45,30,0.49,UZ,1682632063
357,morehead city,34.7229,-76.726,69.82,83,100,13.8,US,1682632064
358,tupiza,-21.45,-65.7167,66.6,24,0,6.58,BO,1682632064
359,severo-yeniseyskiy,60.3725,93.0408,23.86,96,100,3.06,RU,1682632064
360,hailey,43.5196,-114.3153,66.06,23,0,21.99,US,1682632065
361,east london,-33.0153,27.9116,69.22,69,97,8.14,ZA,1682632066
362,yukhnov,54.7444,35.2297,49.19,97,99,3.27,RU,1682632067
363,redencao,-4.2258,-38.7306,72.73,92,100,1.54,BR,1682632068
364,zaozersk,69.4005,32.4476,20.97,93,23,5.84,RU,1682632069
365,yeppoon,-23.1333,150.7333,67.78,81,42,13.22,AU,1682632069
366,las lomitas,-24.7096,-60.593,70.9,56,0,5.68,AR,1682632069
367,toledo,39.8333,-4.0,71.94,28,87,8.77,ES,1682632071
368,lakatoro,-16.0999,167.4164,82.29,69,4,4.68,VU,1682632071
369,mugia,43.1041,-9.2179,61.16,76,100,0.98,ES,1682632071
370,banjarmasin,-3.3244,114.591,77.14,96,100,2.75,ID,1682632072
371,nekrasovskoye,57.6766,40.3657,51.69,87,0,8.95,RU,1682632072
372,dali,25.7,100.1833,52.05,72,0,4.18,CN,1682632073
373,alice springs,-23.7,133.8833,62.15,82,75,10.27,AU,1682631857
374,ta`u,-14.2336,-169.5144,82.38,70,100,8.66,AS,1682632073
375,polyarnyy,69.1989,33.4478,26.73,84,21,13.02,RU,1682632073
376,zhosaly,45.4878,64.0781,63.93,21,0,11.9,KZ,1682632075
377,mildura,-34.2,142.15,59.07,80,89,8.41,AU,1682632076
378,el porvenir,13.7617,-87.3458,88.93,54,91,7.0,HN,1682632076
379,sao joao da barra,-21.6403,-41.0511,78.89,88,63,10.29,BR,1682632077
380,atar,20.5169,-13.0499,91.17,16,40,5.64,MR,1682632077
381,akureyri,65.6835,-18.0878,30.13,59,40,6.91,IS,1682632077
382,novotroitsk,51.203,58.3266,52.5,46,100,3.36,RU,1682632078
383,capela,-10.5033,-37.0528,73.87,89,43,4.85,BR,1682632078
384,levuka,50.1834,-105.4011,49.82,61,100,14.97,CA,1682632078
385,praia da vitoria,38.7333,-27.0667,64.65,77,40,20.69,PT,1682632079
386,orkney,-26.9802,26.6727,65.3,56,57,5.5,ZA,1682632079
